000000	Officially Xerox
000D49	Triton Systems of Delaware
000D4A	Steag ETA-Optik
000D4B	Roku
000D4C	Outline Electronics Ltd.
000D4D	Ninelanes
000D4E	NDR Co.
000D4F	Kenwood Corporation
000D50	Galazar Networks
000D51	DIVR Systems
000D52	Comart system
000D53	Beijing 5w Communication Corp.
000D54	3Com Ltd
000D55	SANYCOM Technology Co.
000D56	Dell Inc.
000D57	Fujitsu I-Network Systems Limited.
000D59	Amity Systems
000D5A	Tiesse SpA
000D5B	Smart Empire Investments Limited
000D5C	Robert Bosch GmbH
000D5D	Raritan Computer
000D5E	NEC Personal Products
000D5F	Minds Inc
000D60	IBM Corp
000D61	Giga-Byte Technology Co.
000D62	Funkwerk Dabendorf GmbH
000D63	DENT Instruments
000D64	COMAG Handels AG
000D65	Cisco Systems
000D66	Cisco Systems
000D68	Vinci Systems
000D69	TMT&D Corporation
000D6A	Redwood Technologies LTD
000D6B	Mita-Teknik A/S
000D6D	K-Tech Devices Corp.
000D6E	K-Patents Oy
000D6F	Ember Corporation
000D70	Datamax Corporation
000D71	boca systems
000D72	2Wire Inc
000D73	Technical Support
000D74	Sand Network Systems
000D75	Kobian Pte Ltd - Taiwan Branch
000D76	Hokuto Denshi Co
000D77	FalconStor Software
000D78	Engineering & Security
000D79	Dynamic Solutions Co
000D7A	DiGATTO Asia Pacific Pte Ltd
000D7B	Consensys Computers Inc.
000D7C	Codian Ltd
000D7D	Afco Systems
000D7E	Axiowave Networks
000D7F	MIDAS COMMUNICATION TECHNOLOGIES PTE LTD ( Foreign Branch)
000D80	Online Development Inc
000D81	Pepperl+Fuchs GmbH
000D83	Sanmina-SCI Hungary Ltd.
000D84	Makus Inc.
000D85	Tapwave
000D86	Huber + Suhner AG
000D87	Elitegroup Computer Systems Co.
000D88	D-Link Corporation
000D89	Bils Technology Inc
000D8A	Winners Electronics Co.
000D8B	T&D Corporation
000D8C	Shanghai Wedone Digital Ltd. CO.
000D8D	Prosoft Technology
000D8E	Koden Electronics Co.
000D8F	King Tsushin Kogyo Co.
000D90	Factum Electronics AB
000D91	Eclipse (HQ Espana) S.L.
000D92	ARIMA Communications Corp.
000D93	Apple
000D94	AFAR Communications
000D95	Opti-cell
000D96	Vtera Technology Inc.
000D97	ABB Inc./Tropos
000D98	S.W.A.C. Schmitt-Walter Automation Consult GmbH
000D99	Orbital Sciences Corp.; Launch Systems Group
000D9A	Infotec Ltd
000D9B	Heraeus Electro-Nite International N.V.
000D9C	Elan GmbH & Co KG
000D9D	Hewlett Packard
000D9E	TOKUDEN OHIZUMI SEISAKUSYO Co.
000D9F	RF Micro Devices
000DA0	Nedap N.V.
000DA1	MIRAE ITS Co.
000DA2	Infrant Technologies
000DA3	Emerging Technologies Limited
000DA4	Dosch & Amand Systems Ag
000DA5	Fabric7 Systems
000DA6	Universal Switching Corporation
000DA8	Teletronics Technology Corporation
000DA9	T.E.A.M. S.L.
000DAA	S.A.Tehnology co.
000DAB	Parker Hannifin GmbH Electromechanical Division Europe
000DAC	Japan CBM Corporation
000DAD	Dataprobe
000DAE	Samsung Heavy Industries Co.
000DAF	Plexus Corp (UK) Ltd
000DB0	Olym-tech Co.
000DB1	Japan Network Service Co.
000DB2	Ammasso
000DB3	SDO Communication Corperation
000DB5	Globalsat Technology Corporation
000DB7	Sanko Electric Co
000DB8	Schiller Ag
000DB9	PC Engines GmbH
000DBA	Océ Document Technologies GmbH
000DBB	Nippon Dentsu Co.
000DBC	Cisco Systems
000DBD	Cisco Systems
000DBE	Bel Fuse Europe Ltd.
000DBF	TekTone Sound & Signal Mfg.
000DC0	Spagat AS
000DC1	SafeWeb Inc
000DC3	First Communication
000DC4	Emcore Corporation
000DC5	EchoStar Global B.V.
000DC6	DigiRose Technology Co.
000DC7	Cosmic Engineering Inc.
000DC8	AirMagnet
000DC9	THALES Elektronik Systeme GmbH
000DCA	Tait Electronics
000DCB	Petcomkorea Co.
000DCC	NEOSMART Corp.
000DCD	Groupe Txcom
000DCE	Dynavac Technology Pte Ltd
000DCF	Cidra Corp.
000DD0	TetraTec Instruments GmbH
000DD1	Stryker Corporation
000DD2	Simrad Optronics ASA
000DD3	SAMWOO Telecommunication Co.
000DD4	Symantec Corporation
000DD5	O'Rite Technology Co.
000DD6	Iti Ltd
000DD9	Anton Paar GmbH
000DDA	Allied Telesis K.K.
000DDB	Airwave Technologies Inc.
000DDD	Profilo Telra Elektronik Sanayi ve Ticaret. A.Ş
000DDE	Joyteck Co.
000DDF	Japan Image & Network Inc.
000DE0	ICPDAS Co.
000DE1	Control Products
000DE2	CMZ Sistemi Elettronici
000DE3	AT Sweden AB
000DE4	DIGINICS
000DE5	Samsung Thales
000DE6	Youngbo Engineering Co.
000DE7	Snap-on OEM Group
000DE8	Nasaco Electronics Pte. Ltd
000DE9	Napatech Aps
000DEA	Kingtel Telecommunication Corp.
000DEB	CompXs Limited
000DEC	Cisco Systems
000DED	Cisco Systems
000DEE	Andrew RF Power Amplifier Group
000DEF	Soc. Coop. Bilanciai
000DF0	Qcom Technology Inc.
000DF1	Ionix Inc.
000DF3	Asmax Solutions
000DF4	Watertek Co.
000DF5	Teletronics International Inc.
000DF6	Technology Thesaurus Corp.
000DF7	Space Dynamics Lab
000DF8	ORGA Kartensysteme GmbH
000DF9	NDS Limited
000DFA	Micro Control Systems Ltd.
000DFB	Komax AG
000DFC	ITFOR Inc.
000DFD	Huges Hi-Tech Inc.
000DFE	Hauppauge Computer Works
000DFF	Chenming Mold Industry Corp.
000E01	ASIP Technologies Inc.
000E02	Advantech AMT Inc.
000E03	Emulex Corporation
000E04	CMA/Microdialysis AB
000E05	Wireless Matrix Corp.
000E06	Team Simoco Ltd
000E07	Sony Mobile Communications Inc
000E08	Cisco-Linksys
000E09	Shenzhen Coship Software Co.
000E0A	Sakuma Design Office
000E0B	Netac Technology Co.
000E0C	Intel Corporation
000E0D	Hesch Schröder GmbH
000E0E	ESA elettronica S.P.A.
000E10	C-guys
000E11	BDT Büro und Datentechnik GmbH & Co.KG
000E12	Adaptive Micro Systems Inc.
000E13	Accu-Sort Systems inc.
000E14	Visionary Solutions
000E15	Tadlys LTD
000E16	SouthWing S.L.
000E18	MyA Technology
000E19	LogicaCMG Pty Ltd
000E1A	JPS Communications
000E1B	IAV GmbH
000E1C	Hach Company
000E1D	ARION Technology Inc.
000E1E	QLogic Corporation
000E1F	TCL Networks Equipment Co.
000E20	ACCESS Systems Americas
000E21	MTU Friedrichshafen GmbH
000E23	Incipient
000E24	Huwell Technology Inc.
000E25	Hannae Technology Co.
000E26	Gincom Technology Corp.
000E27	Crere Networks
000E28	Dynamic Ratings P/L
000E29	Shester Communications Inc
000E2B	Safari Technologies
000E2C	Netcodec co.
000E2D	Hyundai Digital Technology Co.
000E2E	Edimax Technology Co. Ltd.
000E2F	Roche Diagnostics GmbH
000E30	AERAS Networks
000E31	Olympus Soft Imaging Solutions GmbH
000E32	Kontron Medical
000E33	Shuko Electronics Co.
000E34	NexGen City
000E35	Intel Corporation
000E36	HEINESYS
000E37	Harms & Wende GmbH & Co.KG
000E38	Cisco Systems
000E39	Cisco Systems
000E3A	Cirrus Logic
000E3B	Hawking Technologies
000E3C	Transact Technologies Inc
000E3D	Televic N.V.
000E3E	Sun Optronics Inc
000E3F	Soronti
000E40	Nortel Networks
000E41	Nihon Mechatronics Co.
000E42	Motic Incoporation Ltd.
000E43	G-Tek Electronics Sdn. Bhd.
000E44	Digital 5
000E45	Beijing Newtry Electronic Technology Ltd
000E46	Niigata Seimitsu Co.
000E47	NCI System Co.
000E48	Lipman TransAction Solutions
000E49	Forsway Scandinavia AB
000E4A	Changchun Huayu WEBPAD Co.
000E4B	atrium c and i
000E4C	Bermai Inc.
000E4D	Numesa Inc.
000E4E	Waveplus Technology Co.
000E4F	Trajet GmbH
000E50	Thomson Telecom Belgium
000E51	tecna elettronica srl
000E52	Optium Corporation
000E53	Av Tech Corporation
000E54	AlphaCell Wireless Ltd.
000E56	4G Systems GmbH & Co. KG
000E57	Iworld Networking
000E58	Sonos
000E59	Sagemcom Broadband SAS
000E5A	TELEFIELD inc.
000E5B	ParkerVision - Direct2Data
000E5C	ARRIS Group
000E5D	Triple Play Technologies A/S
000E5E	Raisecom Technology
000E5F	activ-net GmbH & Co. KG
000E60	360SUN Digital Broadband Corporation
000E61	Microtrol Limited
000E62	Nortel Networks
000E63	Lemke Diagnostics GmbH
000E64	Elphel
000E65	TransCore
000E66	Hitachi Industry & Control Solutions
000E67	Eltis Microelectronics Ltd.
000E68	E-TOP Network Technology Inc.
000E69	China Electric Power Research Institute
000E6A	3Com Ltd
000E6B	Janitza electronics GmbH
000E6C	Device Drivers Limited
000E6D	Murata Manufacturing Co.
000E6E	MAT S.A. (Mircrelec Advanced Technology)
000E6F	IRIS Corporation Berhad
000E70	in2 Networks
000E71	Gemstar Technology Development Ltd.
000E72	CTS electronics
000E73	Tpack A/S
000E74	Solar Telecom. Tech
000E75	New York Air Brake Corp.
000E76	Gemsoc Innovision Inc.
000E77	Decru
000E79	Ample Communications Inc.
000E7A	GemWon Communications Co.
000E7C	Televes S.A.
000E7D	Electronics Line 3000 Ltd.
000E7E	ionSign Oy
000E7F	Hewlett Packard
000E80	Thomson Technology Inc
000E81	Devicescape Software
000E82	Commtech Wireless
000E83	Cisco Systems
000E84	Cisco Systems
000E85	Catalyst Enterprises
000E86	Alcatel North America
000E87	adp Gauselmann GmbH
000E88	Videotron Corp.
000E8A	Avara Technologies Pty. Ltd.
000E8B	Astarte Technology Co
000E8C	Siemens AG
000E8D	Systems in Progress Holding GmbH
000E8E	SparkLAN Communications
000E8F	Sercomm Corporation.
000E90	Ponico Corp.
000E91	Navico Auckland Ltd
000E92	Open Telecom
000E93	Milénio 3 Sistemas Electrónicos
000E94	Maas International BV
000E95	Fujiya Denki Seisakusho Co.
000E96	Cubic Defense Applications
000E97	Ultracker Technology CO.
000E98	HME Clear-Com LTD.
000E99	Spectrum Digital
000E9A	Boe Technology Group Co.
000E9B	Ambit Microsystems Corporation
000E9C	Benchmark Electronics
000E9D	Tiscali UK Ltd
000E9E	Topfield Co.
000E9F	TEMIC SDS GmbH
000EA0	NetKlass Technology Inc.
000EA1	Formosa Teletek Corporation
000EA2	McAfee
000EA3	CNCR-IT CO.
000EA4	Certance Inc.
000EA5	BLIP Systems
000EA6	ASUSTek COMPUTER INC.
000EA7	Endace Technology
000EA8	United Technologists Europe Limited
000EA9	Shanghai Xun Shi Communications Equipment Ltd. Co.
000EAA	Scalent Systems
000EAB	Cray Inc
000EAC	Mintron Enterprise Co.
000EAD	Metanoia Technologies
000EAE	Gawell Technologies Corp.
000EB0	Solutions Radio BV
000EB1	Newcotech
000EB2	Micro-Research Finland Oy
000EB3	Hewlett Packard
000EB4	Guangzhou Gaoke Communications Technology Co.Ltd.
000EB5	Ecastle Electronics Co.
000EB6	Riverbed Technology
000EB7	Knovative
000EB8	Iiga co.
000EB9	HASHIMOTO Electronics Industry Co.
000EBA	Hanmi Semiconductor Co.
000EBB	Everbee Networks
000EBC	Paragon Fidelity GmbH
000EBD	Burdick
000EBE	B&B Electronics Manufacturing Co.
000EBF	Remsdaq Limited
000EC0	Nortel Networks
000EC1	MYNAH Technologies
000EC2	Lowrance Electronics
000EC3	Logic Controls
000EC4	Iskra Transmission d.d.
000EC5	Digital Multitools Inc
000EC6	Asix Electronics Corp.
000EC7	Motorola Korea
000EC8	Zoran Corporation
000EC9	YOKO Technology Corp.
000ECA	WTSS Inc
000ECB	VineSys Technology
000ECC	Tableau
000ECD	Skov A/S
000ECE	S.I.T.T.I. S.p.A.
000ECF	PROFIBUS Nutzerorganisation e.V.
000ED0	Privaris
000ED1	Osaka Micro Computer.
000ED2	Filtronic plc
000ED3	Epicenter
000ED4	Cresitt Industrie
000ED5	COPAN Systems Inc.
000ED6	Cisco Systems
000ED7	Cisco Systems
000ED8	Positron Access Solutions Corp
000ED9	Aksys
000EDA	C-Tech United Corp.
000EDB	XiNCOM Corp.
000EDC	Tellion INC.
000EDD	Shure Incorporated
000EDE	REMEC
000EDF	PLX Technology
000EE1	ExtremeSpeed Inc.
000EE2	Custom Engineering
000EE3	Chiyu Technology Co.
000EE4	Boe Technology Group Co.
000EE5	bitWallet
000EE6	Adimos Systems LTD
000EE7	Aac Electronics Corp.
000EE8	Zioncom Electronics (Shenzhen) Ltd.
000EE9	WayTech Development
000EEA	Shadong Luneng Jicheng Electronics
000EEB	Sandmartin(zhong shan)Electronics Co.
000EED	Nokia Danmark A/S
000EEE	Muco Industrie BV
000EF0	Festo AG & Co. KG
000EF1	Ezquest Inc.
000EF2	Infinico Corporation
000EF3	Smarthome
000EF4	Kasda Networks Inc
000EF5	iPAC Technology Co.
000EF6	E-TEN Information Systems Co.
000EF7	Vulcan Portals Inc
000EF8	Sbc Asi
000EF9	REA Elektronik GmbH
000EFA	Optoway Technology Incorporation
000EFB	Macey Enterprises
000EFC	JTAG Technologies B.V.
000EFD	Fujinon Corporation
000EFE	EndRun Technologies LLC
000EFF	Megasolution
000F00	Legra Systems
000F01	Digitalks Inc
000F02	Digicube Technology Co.
000F03	Com&C Co.
000F04	cim-usa inc
000F05	3B System Inc.
000F06	Nortel Networks
000F07	Mangrove Systems
000F08	Indagon Oy
000F0A	Clear Edge Networks
000F0B	Kentima Technologies AB
000F0C	Synchronic Engineering
000F0D	Hunt Electronic Co.
000F0E	WaveSplitter Technologies
000F0F	Real ID Technology Co.
000F10	RDM Corporation
000F11	Prodrive B.V.
000F12	Panasonic Europe Ltd.
000F13	Nisca corporation
000F14	Mindray Co.
000F15	Icotera A/S
000F16	Jay How Technology Co.
000F17	Insta Elektro GmbH
000F18	Industrial Control Systems
000F19	Boston Scientific
000F1A	Gaming Support B.V.
000F1B	Ego Systems Inc.
000F1C	DigitAll World Co.
000F1D	Cosmo Techs Co.
000F1E	Chengdu KT Electric Co.of High & New Technology
000F1F	Dell Inc.
000F20	Hewlett Packard
000F21	Scientific Atlanta
000F22	Helius
000F23	Cisco Systems
000F24	Cisco Systems
000F25	AimValley B.V.
000F26	WorldAccxx LLC
000F27	TEAL Electronics
000F28	Itronix Corporation
000F29	Augmentix Corporation
000F2A	Cableware Electronics
000F2B	Greenbell Systems
000F2C	Uplogix
000F2D	Chung-Hsin Electric & Machinery Mfg.Corp.
000F2E	Megapower International Corp.
000F2F	W-Linx Technology Co.
000F30	Raza Microelectronics Inc
000F31	Allied Vision Technologies Canada Inc
000F32	Lootom Telcovideo Network Wuxi Co Ltd
000F33	DUALi Inc.
000F34	Cisco Systems
000F35	Cisco Systems
000F36	Accurate Techhnologies
000F37	Xambala Incorporated
000F39	Iris Sensors
000F3B	Fuji System Machines Co.
000F3C	Endeleo Limited
000F3D	D-Link Corporation
000F3E	CardioNet
000F3F	Big Bear Networks
000F40	Optical Internetworking Forum
000F41	Zipher Ltd
000F42	Xalyo Systems
000F43	Wasabi Systems Inc.
000F44	Tivella Inc.
000F45	Stretch
000F46	Sinar Ag
000F47	Robox Spa
000F48	Polypix Inc.
000F49	Northover Solutions Limited
000F4A	Kyushu-kyohan co.
000F4B	Oracle Corporation
000F4C	Elextech INC
000F4D	TalkSwitch
000F4F	PCS Systemtechnik GmbH
000F50	StreamScale Limited
000F51	Azul Systems
000F52	YORK Refrigeration
000F53	Solarflare Communications Inc
000F54	Entrelogic Corporation
000F55	Datawire Communication Networks Inc.
000F56	Continuum Photonics Inc
000F57	CABLELOGIC Co.
000F58	Adder Technology Limited
000F59	Phonak AG
000F5A	Peribit Networks
000F5B	Delta Information Systems
000F5C	Day One Digital Media Limited
000F5D	Genexis BV
000F5F	Nicety Technologies Inc. (NTS)
000F60	Lifetron Co.
000F61	Hewlett Packard
000F62	Alcatel Bell Space N.V.
000F63	Obzerv Technologies
000F64	D&R Electronica Weesp BV
000F65	icube Corp.
000F66	Cisco-Linksys
000F67	West Instruments
000F68	Vavic Network Technology
000F69	SEW Eurodrive GmbH & Co. KG
000F6A	Nortel Networks
000F6B	GateWare Communications GmbH
000F6C	ADDI-DATA GmbH
000F6D	Midas Engineering
000F6F	FTA Communication Technologies
000F70	Wintec Industries
000F71	Sanmei Electronics Co.
000F72	Sandburst
000F73	RS Automation Co.
000F74	Qamcom Technology AB
000F75	First Silicon Solutions
000F76	Digital Keystone
000F77	Dentum Co.
000F78	Datacap Systems Inc
000F79	Bluetooth Interest Group Inc.
000F7A	BeiJing NuQX Technology CO.
000F7B	Arce Sistemas
000F7C	ACTi Corporation
000F7E	Ablerex Electronics Co.
000F7F	UBSTORAGE Co.
000F80	Trinity Security Systems
000F81	PAL Pacific Inc.
000F82	Mortara Instrument
000F83	Brainium Technologies Inc.
000F84	Astute Networks
000F85	ADDO-Japan Corporation
000F86	BlackBerry RTS
000F87	Maxcess International
000F88	AMETEK
000F89	Winnertec System Co.
000F8B	Orion MultiSystems Inc
000F8C	Gigawavetech Pte Ltd
000F8D	FAST TV-Server AG
000F8E	Dongyang Telecom Co.
000F8F	Cisco Systems
000F90	Cisco Systems
000F91	Aerotelecom Co.
000F92	Microhard Systems Inc.
000F93	Landis+Gyr Ltd.
000F94	Genexis BV
000F95	ELECOM Co.
000F96	Telco Systems
000F97	Avanex Corporation
000F98	Avamax Co. Ltd.
000F99	APAC opto Electronics Inc.
000F9A	Synchrony
000F9B	Ross Video Limited
000F9C	Panduit Corp
000F9D	DisplayLink (UK) Ltd
000F9E	Murrelektronik GmbH
000F9F	ARRIS Group
000FA0	Canon Korea Business Solutions Inc.
000FA1	Gigabit Systems Inc.
000FA2	2xWireless
000FA3	Alpha Networks Inc.
000FA4	Sprecher Automation GmbH
000FA5	BWA Technology GmbH
000FA6	S2 Security Corporation
000FA7	Raptor Networks Technology
000FA8	Photometrics
000FA9	PC Fabrik
000FAA	Nexus Technologies
000FAB	Kyushu Electronics Systems Inc.
000FAC	Ieee 802.11
000FAD	FMN communications GmbH
000FAE	E2O Communications
000FAF	Dialog Inc.
000FB0	Compal Electronics INC.
000FB1	Cognio Inc.
000FB2	Broadband Pacenet (India) Pvt. Ltd.
000FB3	Actiontec Electronics
000FB4	Timespace Technology
000FB6	Europlex Technologies
000FB8	CallURL Inc.
000FB9	Adaptive Instruments
000FBA	Tevebox AB
000FBB	Nokia Siemens Networks GmbH & Co. KG.
000FBC	Onkey Technologies
000FBD	MRV Communications (Networks) LTD
000FBE	e-w/you Inc.
000FBF	DGT Sp. z o.o.
000FC1	WAVE Corporation
000FC2	Uniwell Corporation
000FC3	PalmPalm Technology
000FC4	NST co.
000FC5	KeyMed Ltd
000FC6	Eurocom Industries A/S
000FC7	Dionica R&D Ltd.
000FC8	Chantry Networks
000FC9	Allnet GmbH
000FCA	A-Jin Techline Co
000FCB	3Com Ltd
000FCC	ARRIS Group
000FCD	Nortel Networks
000FCE	Kikusui Electronics Corp.
000FCF	DataWind Research
000FD1	Applied Wireless Identifications Group
000FD2	EWA Technologies
000FD4	Soundcraft
000FD5	Schwechat - RISE
000FD6	Sarotech Co.
000FD7	Harman Music Group
000FD8	Force
000FD9	FlexDSL Telecommunications AG
000FDA	Yazaki Corporation
000FDB	Westell Technologies Inc.
000FDC	Ueda Japan Radio Co.
000FDD	Sordin Ab
000FDE	Sony Mobile Communications Inc
000FDF	SOLOMON Technology Corp.
000FE0	NComputing Co.
000FE1	Id Digital Corporation
000FE2	Hangzhou H3C Technologies Co.
000FE3	Damm Cellular Systems A/S
000FE4	Pantech Co.
000FE5	Mercury Security Corporation
000FE6	MBTech Systems
000FE7	Lutron Electronics Co.
000FE8	Lobos
000FE9	Gw Technologies Co.
000FEA	Giga-Byte Technology Co.
000FEB	Cylon Controls
000FEC	ARKUS Inc.
000FED	Anam Electronics Co.
000FEE	XTec
000FEF	Thales e-Transactions GmbH
000FF0	Sunray Co. Ltd.
000FF1	nex-G Systems Pte.Ltd
000FF2	Loud Technologies Inc.
000FF3	Jung Myoung Communications&Technology
000FF4	Guntermann & Drunck GmbH
000FF5	GN&S company
000FF6	Darfon Lighting Corp
000FF7	Cisco Systems
000FF8	Cisco Systems
000FF9	Valcretec
000FFA	Optinel Systems
000FFB	Nippon Denso Industry Co.
000FFC	Merit Li-Lin Ent.
000FFD	Glorytek Network Inc.
000FFE	G-Pro Computer
001000	Cable Television Laboratories
001003	Imatron
001004	The Brantley Coile Company
001005	Uec Commercial
001006	Thales Contact Solutions Ltd.
001007	Cisco Systems
001008	Vienna Systems Corporation
00100A	Williams Communications Group
00100B	Cisco Systems
00100C	Ito Co.
00100D	Cisco Systems
00100E	Micro Linear Coporation
00100F	Industrial Cpu Systems
001010	Initio Corporation
001011	Cisco Systems
001012	Processor Systems (I) Pvt Ltd
001013	Kontron America
001014	Cisco Systems
001015	OOmon Inc.
001016	T.Sqware
001017	Bosch Access Systems GmbH
001019	SIRONA DENTAL SYSTEMS GmbH & Co. KG
00101A	PictureTel Corp.
00101B	Cornet Technology
00101C	Ohm Technologies Intl
00101D	Winbond Electronics Corp.
00101E	Matsushita Electronic Instruments Corp.
00101F	Cisco Systems
001020	Hand Held Products Inc
001021	Encanto Networks
001022	SatCom Media Corporation
001023	Network Equipment Technologies
001024	Nagoya Electric Works Co.
001025	Grayhill
001026	Accelerated Networks
001027	L-3 Communications East
001028	Computer Technica
001029	Cisco Systems
00102A	Zf Microsystems
00102B	Umax Data Systems
00102C	Lasat Networks A/S
00102D	Hitachi Software Engineering
00102E	Network Systems & Technologies Pvt. Ltd.
00102F	Cisco Systems
001030	EION Inc.
001031	Objective Communications
001032	Alta Technology
001033	Accesslan Communications
001034	GNP Computers
001035	Elitegroup Computer Systems Co.
001036	Inter-Tel Integrated Systems
001037	CYQ've Technology Co.
001038	Micro Research Institute
001039	Vectron Systems AG
00103A	Diamond Network Tech
00103B	Hippi Networking Forum
00103C	Ic Ensemble
00103D	Phasecom
00103E	Netschools Corporation
00103F	Tollgrade Communications
001040	Intermec Corporation
001041	Bristol Babcock
001042	Alacritech
001043	A2 Corporation
001044	InnoLabs Corporation
001045	Nortel Networks
001046	Alcorn Mcbride Inc.
001047	Echo Eletric Co. Ltd.
001048	Htrc Automation
001049	ShoreTel
00104A	The Parvus Corporation
00104B	3Com
00104C	Teledyne LeCroy
00104D	Surtec Industries
00104F	Oracle Corporation
001050	Rion Co.
001051	Cmicro Corporation
001052	Mettler-Toledo (Albstadt) Gmbh
001053	Computer Technology Corp.
001054	Cisco Systems
001055	Fujitsu Microelectronics
001056	Sodick Co.
001057	Rebel.com
001058	ArrowPoint Communications
001059	Diablo Research Co. Llc
00105A	3Com
00105B	Net Insight Ab
00105C	Quantum Designs (H.K.) Ltd.
00105D	Draeger Medical
00105E	Spirent plc
00105F	Zodiac Data Systems
001060	Billington
001061	Hostlink Corp.
001062	Nx Server
001063	Starguide Digital Networks
001064	Dnpg
001065	Radyne Corporation
001066	Advanced Control Systems
001068	Comos Telecom
001069	Helioss Communications
00106A	Digital Microwave Corporation
00106B	Sonus Networks
00106C	EDNT GmbH
00106D	Axxcelera Broadband Wireless
00106E	Tadiran Com. Ltd.
